7,0,0,0,1,2,0,4,10,1,0.4736842,0,0.0
5,0,0,-1,1,2,0,3,1,0,1,0,0.4666666666666667
6,0,0,-1,1,2,0,3,2,0,1,0,0.2
7,0,0,0,0,0,0,3,10,1,0.8787879,0,0.0
7,0,0,0,1,2,0,3,10,1,0.8955224,0,0.0
7,0,0,0,0,2,0,3,10,1,0.8695652,0,0.0
7,0,0,0,0,2,0,3,10,1,0.8684211,0,0.0
7,0,0,0,1,0,0,3,10,1,0.9464286,0,0.0
7,0,0,0,0,2,0,3,10,1,0.7989131,0,0.0
7,0,0,0,0,2,0,3,10,1,0.7386935,0,0.0
7,0,0,0,0,2,0,3,10,1,0.761658,0,0.0
7,0,0,0,0,2,0,3,10,1,0.6630435,0,0.0
6,0,0,-1,1,2,0,3,2,0,1,0,0.2
7,0,0,0,0,0,0,3,10,1,0.955,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.615,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.95,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.8629442,0,0.0
6,0,0,-1,1,2,0,3,2,0,1,0,0.2
7,0,0,0,0,0,0,3,10,1,0.995,0,0.0
6,0,0,-1,1,2,0,3,2,0,1,0,0.2
7,0,0,0,0,0,0,3,10,1,0.955,0,0.0
6,0,0,-1,1,2,0,3,2,0,1,0,0.2
7,0,0,0,0,0,0,3,10,1,0.725,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.6700507,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.6377551,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.8291457,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.6703297,0,0.0
7,0,0,0,1,2,0,3,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.6632653,0,0.0
7,0,0,0,0,0,0,3,10,1,0.8020304,0,0.0
5,0,0,-1,1,2,0,3,1,0,1,0,0.4666666666666667
6,0,0,-1,1,2,0,3,2,0,0,0,0.2
7,0,0,0,0,0,0,3,10,1,0.7653061,0,0.0
6,0,0,-1,1,2,0,3,2,0,0,0,0.2
7,0,0,0,0,0,0,3,10,1,0.8080808,0,0.0
6,0,0,-1,1,2,0,3,2,0,0,0,0.2
7,0,0,0,0,0,0,3,10,1,0.7766498,0,0.0
5,0,0,-1,1,2,0,3,1,0,1,0,0.4666666666666667
7,0,0,0,0,2,0,4,10,1,0.9605263,0,0.0
7,0,0,0,1,2,0,4,10,0,1,0,0.0
7,0,0,0,0,0,0,4,10,1,0.99,0,0.0
7,0,0,0,1,2,0,4,10,0,1,0,0.0
7,0,0,0,0,0,0,4,10,1,0.995,0,0.0
7,0,0,0,1,2,0,4,10,0,1,0,0.0
7,0,0,0,0,0,0,4,10,1,1,0,0.0
5,0,0,-1,1,2,0,3,1,0,1,0,0.4666666666666667
7,0,0,0,0,0,0,3,10,1,0.9141414,0,0.0
7,0,0,0,0,2,0,3,10,1,0.979798,0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-
17,0,0,-1,1,0,0,1,1,0,1,0,0.9999999999999999
18,0,0,0,1,0,0,1,10,0,0.6153846,0,0.5555555555555555
19,0,0,0,1,0,0,1,10,1,0.65,0,0.0
1,0,6,0,0,0,0,3,10,1,0.9937888,0,0.16666666666666666
2,0,4,-1,1,0,0,3,10,0,1,0,0.16666666666666666
17,0,0,-1,1,0,0,1,1,0,0,0,0.9999999999999999
18,0,0,0,1,0,0,1,10,0,0,0,0.5555555555555555
19,0,0,0,0,0,0,1,10,1,0.01652892,0,0.0
3,0,1,0,0,0,0,3,10,1,0,0,0.16666666666666666
4,0,2,-1,1,0,0,3,10,0,0,0,0.16666666666666666
5,0,0,-1,1,2,0,3,1,0,1,0,0.5555555555555555
7,0,0,0,1,0,0,3,10,0,0.9827586,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8418368,0,0.16666666666666666
5,0,0,-1,1,2,0,3,1,0,1,0,0.5555555555555555
7,0,0,0,1,0,0,3,10,1,0.9610389,0,0.16666666666666666
9,0,0,0,1,0,1,3,10,0,0,0,0.1111111111111111
10,0,5,0,1,0,0,1,10,0,1,0,0.0
7,0,0,0,0,0,0,3,10,1,0.9,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8181818,0,0.16666666666666666
7,0,0,-1,1,0,0,3,10,0,0.75,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8629442,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8653846,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.8510638,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8684211,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.9473684,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.7719298,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.7543859,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8333333,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.90625,0,0.16666666666666666
16,0,0,0,1,1,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8786127,0,0.16666666666666666
11,0,7,-1,1,0,0,1,10,0,0.875,0,0.0
12,0,0,0,0,0,0,1,10,0,0.3666667,0,0.16666666666666666
5,0,0,-1,1,2,0,3,1,0,1,0,0.5555555555555555
7,0,0,0,0,0,0,3,10,1,0.865285,0,0.16666666666666666
9,0,0,0,1,0,2,1,10,0,0,0,0.16666666666666666
10,0,5,0,1,0,0,1,10,0,0.6666667,0,0.16666666666666666
9,0,0,0,1,0,2,1,10,0,0,0,0.16666666666666666
10,0,5,0,1,0,0,1,10,0,1,0,0.16666666666666666
-,-,-,-,-,-,-,-,-,-,-,-,-
17,0,0,-1,1,0,0,1,10,0,0.6111111,0,0.9999999999999999
18,0,0,0,1,0,0,1,10,0,0.6428571,0,0.3333333333333333
19,0,0,0,1,2,0,1,10,0,0.5466667,0,0.0
20,0,0,0,1,2,0,1,10,0,0,1,0.0
1,0,6,0,0,0,0,3,10,1,0.7804878,0,0.08333333333333333
2,0,4,0,1,0,0,3,10,0,0.55,0,0.08333333333333333
17,0,0,0,1,0,0,1,10,0,0,0,0.5
18,0,0,0,1,0,0,1,10,0,0,0,0.20833333333333331
19,0,0,0,1,2,0,1,10,0,0,0,0.0
20,0,0,0,1,2,0,1,10,0,0,1,0.0
3,0,1,0,0,0,0,3,10,1,0,0,0.08333333333333333
4,0,2,-1,1,0,0,3,10,0,0,0,0.08333333333333333
5,0,0,-1,1,2,0,3,10,0,1,0,0.45833333333333326
7,0,0,0,1,0,0,3,10,0,0.9411765,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.7428572,0,0.16666666666666666
16,0,0,0,1,1,1,4,10,1,0.5,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8015267,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.6666667,0,0.16666666666666666
16,0,0,0,1,1,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8313253,0,0.16666666666666666
5,0,0,-1,1,2,0,3,10,0,1,0,0.45833333333333326
7,0,0,0,0,0,0,3,10,0,0.7674419,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.8444445,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.7142857,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.6666667,0,0.16666666666666666
16,0,0,0,1,1,1,4,10,1,0.5,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.6666667,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.6976744,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.5833333,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.6666667,0,0.16666666666666666
16,0,0,0,1,1,1,4,10,1,0.5,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.7207207,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.7333333,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.6666667,0,0.16666666666666666
16,0,0,0,1,1,1,4,10,1,0.5,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.6491228,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.8181818,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.8095238,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.6956522,0,0.16666666666666666
16,0,0,0,1,1,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.6078432,0,0.16666666666666666
16,0,0,0,1,1,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,1,0.8421053,0,0.16666666666666666
5,0,0,0,1,2,0,3,10,0,1,0,0.45833333333333326
7,0,0,0,1,0,0,3,10,0,0.9444444,0,0.16666666666666666
16,0,0,0,1,0,1,3,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.7073171,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.2222222,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.9090909,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,0,0.875,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8571429,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.5454546,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.8666667,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.796875,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.5,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0.5,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.9090909,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0.5,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,0,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,0,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,1,0,0,3,10,0,0.8666667,0,0.16666666666666666
16,0,0,0,1,0,1,4,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.7857143,0,0.16666666666666666
5,0,0,0,1,2,0,3,10,0,1,0,0.45833333333333326
7,0,0,0,1,0,0,3,10,1,0.7314815,0,0.16666666666666666
-,-,-,-,-,-,-,-,-,-,-,-,-
17,0,0,-1,1,0,0,1,10,0,1,0,1.0
18,0,0,0,1,0,0,1,10,0,1,0,0.16666666666666666
19,0,0,0,1,0,0,1,10,1,0.6666667,0,0.16666666666666666
1,0,6,0,0,0,0,3,10,1,0.9415205,0,0.16666666666666666
2,0,4,-1,1,0,0,3,10,0,0.9722222,0,0.16666666666666666
17,0,0,-1,0,0,0,1,1,0,0,0,1.0
18,0,0,-1,1,0,0,1,10,0,0.07142857,0,0.16666666666666666
19,0,0,0,1,0,0,1,10,1,0.03571429,0,0.16666666666666666
3,0,1,0,0,0,0,3,10,1,0,0,0.16666666666666666
4,0,2,-1,1,0,0,3,10,0,0,0,0.16666666666666666
5,0,0,-1,1,2,0,3,1,0,0.75,0,0.5555555555555556
7,0,5,0,0,0,0,3,10,1,0.8137255,0,0.1111111111111111
9,0,0,0,1,0,1,1,10,0,0,0,0.1111111111111111
10,0,5,0,1,0,0,1,10,0,0.7692308,0,0.0
7,0,0,0,1,0,0,3,10,0,0.9090909,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,0,0.9076923,0,0.1111111111111111
16,0,0,0,1,1,1,3,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8039216,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8410257,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8734177,0,0.1111111111111111
5,0,0,-1,1,2,0,3,1,0,0.7272727,0,0.5555555555555556
6,0,0,-1,1,2,0,3,2,0,1,0,0.3333333333333333
7,0,0,0,0,0,0,3,10,1,0.8478261,0,0.16666666666666666
16,0,0,0,1,1,0,5,10,1,0.3333333,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,0,0.9166667,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,-1,1,0,0,3,10,1,0.9166667,0,0.16666666666666666
16,0,0,0,1,1,0,5,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.7428572,0,0.16666666666666666
9,0,0,0,1,0,1,1,10,0,0,0,0.16666666666666666
10,0,5,0,1,0,0,1,10,0,0.5,0,0.0
7,0,0,0,0,0,0,3,10,1,0.9122807,0,0.16666666666666666
7,0,0,0,1,2,0,3,10,1,0.8648649,0,0.16666666666666666
7,0,0,0,1,2,0,3,10,1,0.8554217,0,0.16666666666666666
7,0,0,0,0,2,0,3,10,1,0.9647059,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.9019608,0,0.16666666666666666
7,0,0,0,1,2,0,3,10,1,0.962963,0,0.16666666666666666
7,0,0,0,1,2,0,3,10,1,0.9333333,0,0.16666666666666666
7,0,0,0,0,2,0,4,10,1,0.9393939,0,0.16666666666666666
7,0,0,0,1,2,0,3,10,1,1,0,0.16666666666666666
7,0,0,0,0,0,0,3,10,1,0.8076923,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.16666666666666666
7,0,0,0,0,0,0,4,10,0,0.75,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,0,1,0,0.16666666666666666
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8863636,0,0.16666666666666666
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.862069,0,0.16666666666666666
6,0,0,-1,1,2,0,3,2,0,1,0,0.3333333333333333
7,0,0,0,0,0,0,3,10,1,0.8894472,0,0.1111111111111111
5,0,0,-1,1,2,0,3,1,0,0.8125,0,0.5555555555555556
7,0,0,0,0,0,0,3,10,1,0.9186047,0,0.16666666666666666
6,0,0,-1,1,2,0,3,2,0,1,0,0.3333333333333333
7,0,0,0,0,0,0,3,10,1,0.9245283,0,0.16666666666666666
9,0,0,0,1,0,1,1,10,0,0,0,0.16666666666666666
10,0,5,0,1,0,0,1,10,0,0.75,0,0.0
7,0,0,0,0,0,0,3,10,1,0.915,0,0.16666666666666666
9,0,0,0,1,0,1,1,10,0,0,0,0.16666666666666666
10,0,5,0,1,0,0,1,10,0,1,0,0.0
7,0,0,0,1,0,0,3,10,0,0.9090909,0,0.16666666666666666
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.9677419,0,0.16666666666666666
6,0,0,-1,1,2,0,3,2,0,1,0,0.3333333333333333
7,0,0,0,1,0,0,3,10,0,0.9876543,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8909091,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,0,0.9230769,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,0,0.7,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8571429,0,0.1111111111111111
16,0,0,0,1,1,1,1,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8888889,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.9230769,0,0.1111111111111111
16,0,0,0,1,1,0,5,10,1,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,0,0.4285714,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,0,0,0,3,10,1,0.8476191,0,0.1111111111111111
6,0,0,-1,1,2,0,3,2,0,1,0,0.3333333333333333
7,0,0,0,0,0,0,3,10,0,0.9037037,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,1,0.9166667,0,0.1111111111111111
16,0,0,0,1,1,1,5,10,1,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,1,1,0,0.1111111111111111
16,0,0,0,0,0,0,3,10,0,0,0,0.1111111111111111
7,0,0,0,1,0,0,3,10,1,0.7534246,0,0.16666666666666666
9,0,0,0,1,0,2,3,10,0,0,0,0.16666666666666666
10,0,5,0,1,0,0,1,10,0,0.75,0,0.0
7,0,0,0,1,0,0,3,10,1,0.8888889,0,0.1111111111111111
7,0,0,0,1,2,0,3,10,1,0.8387097,0,0.1111111111111111
7,0,0,0,1,2,0,3,10,1,0.8717949,0,0.1111111111111111
7,0,0,0,1,2,0,3,10,1,0.8709677,0,0.1111111111111111
7,0,7,0,1,0,0,3,10,1,0.7543859,0,0.1111111111111111
11,0,7,-1,1,0,0,1,10,0,0.9230769,0,0.0
12,0,0,0,0,0,3,3,10,0,0.2372881,0,0.16666666666666666
-,-,-,-,-,-,-,-,-,-,-,-,-
17,0,0,0,1,0,0,1,10,0,1,0,1.0
18,0,0,0,1,0,0,1,10,1,0.6153846,0,0.36
19,0,0,0,1,2,0,1,10,0,0.6290323,0,0.04000000000000001
20,0,0,0,1,2,0,1,10,0,0,1,0.04000000000000001
1,0,6,0,0,0,0,3,10,1,0.9375,0,0.12000000000000001
2,0,4,0,1,0,0,3,10,0,0.8518519,0,0.12000000000000001
17,0,0,0,1,0,0,1,10,0,0,0,0.52
18,0,0,0,1,0,0,1,10,1,0,0,0.24000000000000002
19,0,0,0,0,2,0,1,10,0,0,0,0.04000000000000001
20,0,0,0,1,2,0,1,10,0,0,1,0.04000000000000001
3,0,1,0,0,0,0,3,10,1,0,0,0.12000000000000001
4,0,2,-1,1,0,0,3,10,0,0,0,0.12000000000000001
5,0,0,0,1,2,0,3,10,0,1,0,0.48000000000000004
7,0,0,0,0,0,0,3,10,1,0.8163266,0,0.2
16,0,0,0,0,0,0,4,10,1,0,0,0.2
7,0,0,0,1,0,0,3,10,0,0.5833333,0,0.2
16,0,0,0,1,0,1,4,10,1,0.5,0,0.2
7,0,0,0,1,0,0,3,10,0,0.6315789,0,0.2
16,0,0,0,0,0,0,4,10,1,0,0,0.2
7,0,0,0,1,0,0,3,10,0,0.5789474,0,0.2
16,0,0,0,1,0,1,4,10,1,0.5,0,0.2
7,0,0,0,0,0,0,3,10,0,0.7058824,0,0.2
16,0,0,0,0,0,0,4,10,1,0.03846154,0,0.2
7,0,0,0,1,0,0,3,10,1,0.8571429,0,0.2
16,0,0,0,0,0,0,4,10,1,0.07142857,0,0.2
7,0,0,0,0,0,0,3,10,1,0.8305085,0,0.2
16,0,0,0,0,0,0,4,10,1,0,0,0.2
7,0,0,0,1,0,0,3,10,1,0.7241379,0,0.2
5,0,0,0,1,2,0,3,10,0,1,0,0.48000000000000004
7,0,0,0,0,0,0,3,10,1,0.8659794,0,0.2
9,0,0,0,1,0,2,1,10,1,0,0,0.24000000000000002
10,0,5,0,1,0,0,1,10,0,1,0,0.08000000000000002
10,0,0,0,1,0,0,1,10,0,0,0,0.08000000000000002
11,0,7,0,1,0,0,1,10,0,1,0,0.08000000000000002
11,0,0,0,1,0,0,1,10,0,0,0,0.08000000000000002
12,0,0,0,0,0,3,1,10,0,0.1489362,0,0.0
5,0,0,0,1,2,0,3,10,0,1,0,0.48000000000000004
6,0,0,0,1,2,0,3,10,0,1,0,0.32
7,0,0,0,0,0,0,3,10,1,0.7916667,0,0.2
9,0,0,0,1,0,2,1,10,1,0,0,0.24000000000000002
10,0,5,0,1,0,0,1,10,0,1,0,0.08000000000000002
10,0,0,0,0,0,0,1,10,0,0,0,0.08000000000000002
7,0,0,0,0,0,0,3,10,1,0.9005235,0,0.2
9,0,0,0,1,0,2,1,10,1,0,0,0.24000000000000002
